currencyPurchase,pricePurchase,expensesCurrency,expensesPrice,direcction,coveredArea,bedrooms,antiquity,toilets,environments,garages,condition,provision
USD,98.000,$,19.000,Pasaje Santa Rosa 4000,35,1,10000,1,2,0,Excelente ,Frente 
USD,329.000,$,47.000,PARAGUAY  5600,115,2,10000,2,3,1,Excelente ,Frente 
USD,99.000,$,6.800,SAN LUIS 3300,60,2,10000,1,3,0,Muy Bueno ,Frente 
USD,68.000,$,32.000,"J Salguero 1200, Piso 3",53,2,10000,1,3,0,Muy Bueno ,Contrafrente 
USD,85.000,$,8.000,Guatemala 4900,39,1,10000,1,2,0, ,
USD,150.000,$,32.000,"Scalabrini Ortiz 1500, Piso 8",41,1,10000,1,2,0,Excelente ,Contra Frente 
USD,65.000,$,8.700,Guatemala 4400,0,1,10000,1,2,0,Muy Bueno ,Lateral 
USD,279.000,$,51.000,Av. Gral. Las Heras 2700,120,3,10000,3,4,1, ,
USD,679.900,$,32.000,El Salvador 4500,396,5,40,3,6,1, ,
USD,224.900,$,22.500,"J Alvarez 2600, Piso 7",99,3,10000,1,4,0,Muy Bueno ,Frente 
USD,145.000,$,27.000,Ortega Y Gasset  1900,76,2,10000,2,3,0,Bueno ,Frente 
USD,365.000,$,40.000,"Av Cabildo 300, Piso 11",192,3,10000,3,7,1,Bueno ,Frente 
USD,149.000,$,13.000,"Fray Justo Maria De Oro  2600 3°  2600, Piso 3",49,1,3,1,2,0,Excelente ,Frente 
USD,348.000,$,32.000,"Arevalo  1700 2°  1700, Piso 2",76,2,10000,2,3,0, ,
USD,127.000,$,32.000,"Ángel J. Carranza  2100 3° 2100, Piso 3°",44,Monoambiente,10000,1,1,0,Excelente ,Frente 
USD,72.000,$,5.000,"Charcas  4700, Piso P.B.",33,1,10000,1,2,0,Bueno ,Frente 
USD,810.000,$,32.000,Medrano 1300,0,4,60,4,5,1,Excelente ,
USD,660.000,$,32.000,Araoz 1400,"581,50",4,40,2,7,1,Muy Bueno ,
USD,189.000,$,16.000,"Humbolt 2400, Piso 4",79,3,10000,3,4,0,Muy Bueno ,Frente 
USD,449.900,$,32.000,Silvio L. Ruggieri 2700,171,8,100,2,9,0, ,
USD,390.000,$,32.000,JERONIMO SALGUERO al 1400,201,5,40,2,6,0, ,
USD,140.800,$,32.000,Armenia al 2400,44,Monoambiente,A,1,1,0, ,
USD,109.500,$,32.000,Bonpland al 1400,39,Monoambiente,10000,1,1,0, ,
USD,230.000,$,26.000,"Scalabrini Ortiz 3000, Piso 2",67,2,10000,2,3,0,Excelente ,Contra Frente 
USD,58.800,$,5.900,Fray Justo Santa Maria De Oro 2100,23,Monoambiente,10000,1,1,0, ,
USD,335.000,$,20.000,"Jorge Luis Borges 2300, Piso 1",153,3,10000,1,4,1,Muy Bueno ,Frente 
USD,179.000,$,25.000,Gorriti 6000,63,2,10000,2,3,0, ,
USD,85.000,$,4.800,"Soler 4000, Piso 2",35,Monoambiente,10000,1,1,0,Muy Bueno ,Contra Frente 
USD,180.000,$,51.000,"Santos Dumont 2400, Piso 7",58,2,10000,2,3,1,Excelente ,Frente 
USD,98.000,$,3.500,"Avenida Cordoba 5100, Piso 10",37,1,10000,1,2,0,Excelente ,Frente 
USD,483.900,$,32.000,Guatemala al 5500,132,3,10000,2,4,0, ,Frente 
USD,90.000,$,32.000,Godoy Cruz 2800,36,1,10000,1,2,0, ,
USD,58.999,$,32.000,Fray Justo Santa María De Oro Al  2100,25,1,10000,1,1,0, ,
USD,110.750,$,32.000,"Nicaragua 4900, Piso 2",44,1,10000,2,2,0,Excelente ,Contra Frente 
USD,72.000,$,12.000,"Av Santa Fe 5300, Piso 14",35,1,10000,1,2,0,Excelente ,
USD,72.000,$,2.500,"Av Scalabrini Ortiz 1400, Piso 8",32,1,45,1,2,0,Muy Bueno ,Lateral 
USD,85.000,$,20.000,"Mario Bravo 1200, Piso 3",40,Monoambiente,10000,1,1,0,Excelente ,Frente 
USD,115.000,$,1,Avenida Coronel Niceto Vega 5600,42,1,A,1,2,0, ,
USD,115.000,$,1,Humboldt 2300,47,1,A,1,2,0, ,
USD,169.000,$,32.000,VIDT al 1600,85,3,10000,3,4,0, ,Frente 
USD,212.000,$,30.000,Scalabrini Ortiz Al 3300,78,2,10000,2,3,0, ,Contra Frente 
USD,119.000,$,32.000,Godoy Cruz 2800,46,1,10000,1,2,0, ,
USD,630.000,$,32.000,JORGE NEWBERY al 2400,185,4,40,4,5,0, ,
USD,147.900,$,17.000,Fitz Roy,83,3,10000,2,4,0, ,
USD,213.000,$,25.000,Av. Coronel Diaz al 2600,77,3,10000,2,4,0, ,
USD,255.000,$,13.700,"Ravignani 2000, Piso 2",65,2,10000,2,3,1,Excelente ,Frente 
USD,240.000,$,35.000,"Gurruchaga  2200, Piso 8",65,2,10000,2,3,1,Muy Bueno ,Frente 
USD,92.000,$,32.000,R S Ortiz al 1400,56,2,10000,1,3,0, ,Contrafrente 
USD,160.000,$,32.000,"Gurruchaga 2400, Piso 6",43,1,10000,1,2,0,Muy Bueno ,Contrafrente 
USD,78.000,$,13.000,"Arenales  3600, Piso 4",39,2,10000,1,3,0,A Refaccionar ,Interno 
USD,88.900,$,20.000,Humboldt Al 2400,45,2,10000,1,3,0, ,
USD,175.000,$,24.000,av . Medrano al 1600,83,3,10000,2,4,0, ,
USD,429.000,$,40.000,"French  3600 7°  3600, Piso 7",116,2,15,3,3,0,Excelente ,Frente 
USD,134.500,$,21.700,"Av Cabildo 100, Piso 4","61,77",2,10000,1,3,0,Muy Bueno ,Frente 
USD,88.000,$,8.000,"C Arenal 2300, Piso 2","30,92",1,10000,1,2,1,Muy Bueno ,Contrafrente 
USD,189.000,$,37.000,"M Zapata 300, Piso 1","75,65",3,10000,1,4,1,Muy Bueno ,Contrafrente 
USD,109.000,$,20.000,"Santos Dumont 2400, Piso 5","43,30",2,10000,1,3,0,Excelente ,Frente 
USD,110.160,$,32.000,"Thames  2200, Piso 2a7",32,Monoambiente,10000,1,1,0,Excelente ,Frente 
USD,84.000,$,6.000,Paraguay al 4000,38,1,10000,1,2,0, ,
USD,82.000,$,9.000,Humboldt 2400,31,Monoambiente,10000,1,1,0, ,Contrafrente 
USD,420.000,$,32.000,República de la India 2700,106,2,10000,1,3,0, ,
USD,346.924,$,32.000,PISO 9 - UNIDAD A  - ATRIUM DORREGO,71,2,10000,2,3,0, ,Frente 
USD,185.000,$,10.100,"Darregueyra  2100 2°  2100, Piso 2",70,2,30,2,3,0,Muy Bueno ,Frente 
USD,299.000,$,55.000,Dorrego 2700,116,3,10000,3,4,1,Muy Bueno ,Frente 
USD,174.000,$,13.000,"Fray Justo Maria De Oro  2600 3°  2600, Piso 3",49,1,3,1,2,0,Excelente ,Frente 
USD,249.000,$,15.000,"Gorriti  6000, Piso 8-9",65,2,10000,2,3,1,Excelente ,Frente 
USD,1.180.000,$,32.000,Guatemala 5100,0,3,A,5,4,2,Excelente ,Frente 
USD,285.000,$,35.000,"Avda Santa Fe   3300 11°  3300, Piso 11",95,3,40,2,4,0,Excelente ,Contrafrente 
USD,187.000,$,25.000,"Jorge Newbery 2500, Piso 1",110,3,10000,2,4,0,Muy Bueno ,Frente 
USD,99.000,$,17.800,Malabia al 2300,33,1,10000,1,2,1, ,Lateral 
USD,179.000,$,9.000,"Ugarteche  3000 6°  3000, Piso 6",54,2,30,1,3,0,Excelente ,Lateral 
USD,1.500.000,$,32.000,Juez Tedin   2800 2800,296,5,10000,5,6,0,Muy Bueno ,
USD,920.000,$,150.000,"Republica Arabe De Siria 3100, Piso 9 Y 10",365,6,10000,5,7,2,Excelente ,Frente 
USD,384.800,$,35.000,"Jose A Maure 2100, Piso 13",135,2,10000,3,3,1,Bueno ,Contra Frente 
USD,250.000,$,30.000,"Scalabrini Ortiz  3000, Piso 23",92,2,10000,3,3,0,Muy Bueno ,Contra Frente 
USD,160.000,$,21.000,Fray Justo Santa Maria de Oro al 3000,59,1,50,1,2,1, ,Lateral 
USD,550.000,$,45.000,Cabello al 3100,135,3,10000,2,4,1, ,Frente 
USD,285.000,$,18.500,Jerónimo Salguero 2100,89,2,10000,1,3,0,Excelente ,Frente 
USD,144.000,$,26.000,"Jeronimo Salguero 2600, Piso 3",77,2,10000,2,3,0,Excelente ,Contra Frente 
USD,92.000,$,6.000,Cabrera al 3500,36,1,40,1,2,0, ,Frente 
USD,135.000,$,32.000,Arévalo al 1300,47,1,A,1,2,0, ,
USD,165.000,$,13.000,"Castex 3400, Piso 7",49,2,50,1,3,0,Excelente ,Contrafrente 
USD,130.000,$,12.000,Charcas 5100,0,1,A,2,2,0,Excelente ,Contrafrente 
USD,98.000,$,15.000,"Araoz al 2700, Palermo",47,1,10000,1,2,0, ,Contrafrente 
USD,124.000,$,12.000,Av Córdoba al 5500,47,1,10000,1,2,0, ,
USD,440.000,$,32.000,"Juan F. Segui 3700, Piso 3",93,2,A,2,3,1,Excelente ,Frente 
USD,284.000,$,10.000,J Jufre 800,155,2,10000,2,3,0,Excelente ,Contrafrente 
USD,140.000,$,13.000,"Av Gral Ortiz De Ocampo 2700, Piso 7",60,2,10000,1,3,0,Regular ,Frente 
USD,375.000,$,75.000,Departamento en Venta en Palermo Chico Av. Las Heras 3800,144,4,10000,3,6,1, ,
USD,170.000,$,25.000,Santa Maria de Oro al 2600 y Juncal,56,1,10000,1,2,1, ,
USD,220.000,$,28.500,"FITZ ROY  1400, Piso 3","57,75",2,10000,1,3,1,Excelente ,Lateral 
USD,240.000,$,28.000,"Bonpland 1400, Piso 5","57,75",2,10000,1,3,1,Excelente ,Lateral 
USD,210.000,$,20.000,"Ugarteche 3100, Piso 1",66,2,10000,2,3,1,Excelente ,Contra Frente 
USD,45.000,$,8.000,"Antonio Beruti  4400, Piso 3","19,96",Monoambiente,10000,1,1,0, ,Interno 
USD,99.000,$,32.000,FITZ ROY 2100,39,Monoambiente,10000,1,1,0,Muy Bueno ,Frente 
USD,360.000,$,22.000,GUISE 1700,155,3,10000,2,4,1,Excelente ,Frente 
USD,355.000,$,64.540,SANTA FE AV. 3400,140,3,10000,2,4,0,Bueno ,Frente 
USD,1.500.000,$,200.000,Av. del Libertador 2800,360,4,10000,3,6,2,A Refaccionar ,Frente 
USD,540.000,$,35.000,"Av. del Libertador 3500, Piso 7",132,2,10000,2,3,0,Muy Bueno ,Frente 
USD,179.000,$,19.000,Cabello 3600,73,2,10000,2,3,0,Muy Bueno ,Frente 
USD,159.000,$,20.000,Av Cabildo 100,70,3,10000,2,4,0,Muy Bueno ,Frente 
USD,349.000,$,30.000,Fray Justo Santa María De Oro 2700,84,2,10000,2,3,1, ,
USD,145.000,$,22.600,Gascon 1600,51,2,10000,1,3,0,Muy Bueno ,Frente 
USD,499.000,$,70.000,Sinclair 3200,175,3,10000,3,5,1, ,
USD,260.000,$,30.000,Av Scalabrini Ortiz 2800,92,2,10000,2,3,1,Excelente ,Contrafrente 
USD,105.000,$,9.000,BONPLAND 1400,39,Monoambiente,10000,1,1,0, ,
USD,90.000,$,19.000,Santos Dumont al 2400 y Av. Cabildo,34,1,10000,1,2,0, ,
USD,265.000,$,32.000,Avenida Cabildo 100,120,4,10000,2,5,0,Muy Bueno ,Frente 
USD,139.000,$,16.000,"Fitz Roy al 2300, Palermo",85,3,10000,1,4,0, ,
USD,63.000,$,5.200,"Guemes 4400, Piso 8",32,1,10000,1,2,0,Regular ,Contra Frente 
USD,135.000,$,15.500,Bulnes al 1500,52,2,10000,1,3,0, ,
USD,155.000,$,19.000,Uriarte 1500,59,2,10000,1,3,1, ,
USD,199.000,$,19.000,THAMES al 2200,67,3,10000,1,4,1, ,
USD,165.000,$,11.000,Raúl Scalabrini Ortiz 1900,73,2,10000,1,3,0, ,
USD,118.000,$,15.000,Avenida General Las Heras 3100,51,2,10000,1,3,0, ,
USD,279.000,$,25.000,Avenida Santa Fe 3500,178,4,10000,2,5,0, ,
USD,129.000,$,32.000,Av. Córdoba al 3300,42,1,10000,1,2,1, ,
USD,92.000,$,32.000,Av. Cordoba al 3300,41,Monoambiente,10000,1,1,0, ,
USD,98.900,$,12.000,Santa Fe 5000,47,1,10000,1,2,0,Muy Bueno ,Lateral 
USD,87.900,$,6.800,Vidt 1700,31,1,10000,1,2,0,Excelente ,
USD,130.000,$,7.000,"Malabia 2300, Piso 2",55,2,10000,1,3,0,Bueno ,Contrafrente 
USD,98.000,$,5.800,"Ravignani 2000, Piso 2",34,Monoambiente,10000,1,1,0,Excelente ,Contra Frente 
USD,109.000,$,5.800,"Ravignani 2000, Piso 4",34,Monoambiente,10000,1,1,0,Excelente ,Contra Frente 
USD,198.000,$,15.000,"Malabia  2200, Piso 5",89,2,10000,2,3,0,Bueno ,
USD,350.000,$,36.777,Migueletes al 1100,95,2,10000,1,3,1, ,Frente 
USD,124.500,$,8.500,CORDOBA 3800,58,2,10000,1,3,0, ,
USD,1.090.000,$,85.000,"Av Coronel Diaz 2100, Piso 5",220,4,10000,3,5,2,Excelente ,Frente 
USD,139.000,$,11.000,"Jorge L Borges 2300, Piso 3",63,2,10000,2,3,0, ,Contrafrente 
USD,230.000,$,27.600,Cabello 3500,65,4,10000,3,5,0,Excelente ,Frente 
USD,115.000,$,15.000,Arevalo al 2200,0,2,10000,1,3,0, ,Frente 
USD,84.000,$,3.000,"Uriarte 1200, Piso 3",39,1,10000,1,2,0,Bueno ,Frente 
USD,128.000,$,12.500,Gutierrez 3962 1 B,0,1,10000,1,2,1, ,Contrafrente 
USD,269.000,$,32.000,Av. Santa Fe 3800,0,3,10000,3,4,0,Bueno ,Frente 
USD,1.090.000,$,150.000,"Coronel Díaz, Av 2100",0,4,10000,3,5,2,Excelente ,Frente 
USD,74.800,$,6.500,"Gurruchaga 2100, Piso 2",28,Monoambiente,10000,1,1,0,Muy Bueno ,Contra Frente 
USD,698.000,$,70.000,República Árabe Siria 2700,214,3,10000,3,5,2, ,
USD,205.000,$,27.000,Gurruchaga 2400,120,5,10000,4,6,0,Bueno ,
USD,75.000,$,2.400,Malabia 2100,40,2,10000,1,3,0,A Refaccionar ,Lateral 
USD,440.000,$,32.000,Pje Santa Rosa 5100,145,3,30,2,4,0,Excelente ,Contrafrente 
USD,149.900,$,32.000,Thames 2300,49,1,10000,1,2,0, ,
USD,65.000,$,7.500,"SANTA FE AV. 4900, Piso 2",30,Monoambiente,10000,1,1,0,Bueno ,Frente 
USD,120.000,$,10.500,Uriarte al 2400,60,1,A,1,2,0, ,
USD,180.000,$,1.000,Gurruchaga 1100,49,2,10000,1,3,0,Excelente ,Frente 
USD,370.000,$,15.000,Uriarte 1300,76,2,10,2,3,1,Excelente ,Contrafrente 
USD,153.962,$,32.000,Jorge Newbery 3400,49,1,10000,1,2,1, ,Contrafrente 
USD,390.000,$,35.000,REPUBLICA DE LA INDIA 2800,96,2,10000,3,3,1,Muy Bueno ,
USD,165.000,$,11.000,Gral  I. CHENAUT al 1900,47,1,10000,1,2,1, ,
USD,110.000,$,25.000,Av. Santa Fe 3900,74,2,10000,1,3,0, ,
USD,108.000,$,5.900,Bonpland al 2300,64,2,10000,1,3,0, ,Frente 
USD,89.000,$,32.000,Av. Córdoba 4300,35,1,10000,1,2,0, ,
USD,89.000,$,9.955,"Ciudad De La Paz 500, Piso 3","47,56",2,45,1,3,0,Excelente ,Interno 
USD,115.000,$,10.420,"Ciudad De La Paz 400, Piso 1",43,1,10000,1,2,0,Excelente ,Contrafrente 
USD,1.700.000,$,32.000,Libertador 3800,0,2,A,3,3,0, ,Contrafrente 
USD,110.000,$,3.500,"Santa Fe   3000 11°  3000, Piso 11",35,1,10000,1,2,0,Muy Bueno ,
USD,129.000,$,14.000,"J Newbery 2500, Piso PB","53,30",2,10000,1,3,0,Bueno ,Interno 
USD,186.000,$,24.200,"Av Cabildo 100, Piso 3","88,29",3,10000,3,4,0,Excelente ,Contrafrente 
USD,82.000,$,14.094,"Ciudad De La Paz 100, Piso 7",29,Monoambiente,10000,1,1,0,Excelente ,Contrafrente 
USD,49.000,$,3.169,"Godoy Cruz 2800, Piso 1","25,60",Monoambiente,10000,1,1,0,Muy Bueno ,Interno 
USD,144.000,$,22.000,"Av Santa Fe 4900, Piso 4","56,43",2,10000,1,3,0,Muy Bueno ,Frente 
USD,159.000,$,25.000,"J Salguero 1900, Piso PB","80,04",3,10000,2,4,0,Excelente ,Contrafrente 
USD,215.000,$,12.360,"Av Gral Luis Maria Campos 300, Piso 3",84,3,10000,3,4,0,Muy Bueno ,Lateral 
USD,95.000,$,6.168,"Ciudad De La Paz 200, Piso 4","37,68",1,10000,1,2,0,Excelente ,Lateral 
USD,129.000,$,26.104,"J Newbery 2400, Piso 8","56,80",2,10000,1,3,0,Excelente ,Frente 
USD,81.000,$,14.960,"Gurruchaga 2300, Piso 4","33,08",Monoambiente,10000,1,1,0,Excelente ,Contrafrente 
USD,89.000,$,3.000,"Av. Cerviño 3296  3200 7°  3200, Piso 7",22,Monoambiente,29,1,1,0,Bueno ,Frente 
USD,63.000,$,13.924,"Guatemala 4400, Piso 6","30,50",1,10000,1,2,0,Muy Bueno ,Lateral 
USD,195.000,$,18.400,Cerviño 3500,57,2,48,2,3,0,Bueno ,Frente 
USD,590.000,$,38.000,Cerviño al 3500,117,3,A,3,4,1, ,
USD,590.000,$,35.000,Cerviño al 3500,117,3,A,3,4,1, ,
USD,400.000,$,100.000,"Billinghurst 1700, Piso 9",225,4,10000,2,5,2,Excelente ,Frente 
USD,135.000,$,14.054,Vidt al 1900 entre Guemes y Charcas,58,2,10000,1,3,0, ,Contrafrente 
USD,325.000,$,15.000,"Av Cerviño 3500, Piso 5",94,2,10000,2,3,1,Excelente ,Frente 
USD,169.000,$,32.000,Julian Alvarez al 1982 602,46,1,10000,1,2,0, ,Contrafrente 
USD,117.000,$,12.000,"Gral Guemes 4300, Piso 8",39,1,38,1,2,0,Muy Bueno ,Frente 
USD,520.000,$,32.000,Santa Rosa al 5100,205,4,60,3,7,1, ,
USD,500.000,$,10.000,Beruti  al 4600,90,2,A,2,3,1, ,Contrafrente 
USD,920.000,$,80.000,cerviño al 4600,233,3,10000,4,4,2, ,Frente 
USD,55.000,$,9.766,"Esteban A Gascon 1000, Piso 2","23,07",Monoambiente,10000,1,1,0,Muy Bueno ,Interno 
USD,409.900,$,18.000,"Republica Arabe Siria 3000, Piso 8",75,1,8,1,2,1,Excelente ,Contrafrente 
USD,98.000,$,6.000,PARAGUAY  4500,45,Monoambiente,40,1,2,0,Muy Bueno ,Contrafrente 
USD,134.000,$,20.000,BERUTI al 4500,58,2,10000,1,3,0, ,Frente 
USD,255.000,$,12.000,Billinghurst al 1100,65,2,10000,2,3,1, ,Frente 
USD,179.000,$,32.000,Matienzo al 2400,63,3,10000,1,4,0, ,
USD,449.900,$,32.000,Julián Álvarez 1100,230,3,10000,2,4,0, ,
USD,105.000,$,32.000,"CABRERA, JOSE ANTONIO 3700, Piso 3",31,Monoambiente,1,1,1,0,Bueno ,Contrafrente 
USD,105.000,$,32.000,"CORDOBA, AVDA. 5400, Piso 5",33,1,10000,1,1,0,Excelente ,
USD,939.800,$,20.000,"Av Cerviño 4500, Piso 20",115,2,10000,2,3,1,Excelente ,
USD,168.000,$,18.000,San Benito de Palermo al 1632,93,3,20,2,4,0, ,
USD,450.000,$,25.000,Figueroa Alcorta al 3000,89,2,10000,2,3,0, ,
USD,138.000,$,15.700,Pasaje Ancon 5300,54,2,10000,2,3,0,Bueno ,Contrafrente 
USD,252.000,$,34.571,"AV. CORONEL DIAZ 2200, Piso 9","82,95",2,10000,2,3,0,Bueno ,Contrafrente 
USD,159.000,$,32.000,paraguay  1600,63,2,10000,1,4,0, ,
USD,200.000,$,20.000,Gral Guemes 4500,125,3,10000,2,4,1,Muy Bueno ,Frente 
USD,260.000,$,18.000,República Árabe Siria  3200,100,3,10000,2,4,0,A Refaccionar ,Frente 
USD,145.000,$,23.000,Av Santa Fe al 3500,84,2,10000,2,3,0, ,Frente 
USD,174.000,$,20.000,Fray Justo Santa Maria de Oro al 2400,70,2,10000,2,3,0, ,
USD,290.000,$,53.000,"JULIAN ALVAREZ  2400, Piso 6",130,3,10000,1,4,0,Muy Bueno ,Frente 
USD,280.000,$,8.500,"Godoy Cruz 2900, Piso 8",58,2,10000,1,3,1,Excelente ,Frente 
USD,193.000,$,23.980,Av. Cabildo 100,94,3,10000,3,4,0,Muy Bueno ,Frente 
USD,149.000,$,16.264,"J Salguero 1100, Piso 2","48,91",1,10000,1,2,1,Excelente ,Frente 
USD,330.000,$,45.000,Scalabrini Ortíz 3000,90,3,10000,2,4,0,Excelente ,Contrafrente 
Consultar,precio,$,32.000,Lafinur 3200,52,1,10000,1,2,1, ,
USD,195.000,$,24.600,Soler al 4900,55,1,10000,2,2,1, ,Frente 
USD,690.000,$,80.000,"Demaria al 4400, Palermo",145,3,10000,2,5,1, ,
USD,109.000,$,20.000,"Santos Dumont 2400, Piso 5","43,30",1,42,1,2,0,Excelente ,Frente 
USD,169.000,$,32.836,"M Zapata 400, Piso 5","73,37",3,10000,2,4,0,Muy Bueno ,Frente 
USD,173.000,$,15.000,"Tte B Matienzo 2400, Piso 2","85,82",2,10000,1,3,0,Excelente ,Frente 
USD,90.000,$,4.000,"Gral M Soler 4700, Piso 1",30,1,10000,1,2,0,Excelente ,Frente 
USD,390.000,$,76.200,Av. del Libertador 2200,106,2,10000,2,3,1,Muy Bueno ,Contrafrente 
USD,169.000,$,32.000,Gelly 3400,53,2,10000,1,3,0, ,Contrafrente 
USD,750.000,$,32.000,Gurruchaga al 1400,244,2,A,2,4,0, ,
USD,320.000,$,57.000,"Av Gral Las Heras 3200, Piso 7",110,3,10000,2,4,1,Bueno ,Frente 
USD,109.000,$,32.000,Uriarte 1400,52,2,10000,1,3,0,Muy Bueno ,Frente 
USD,99.000,$,23.000,"Araoz 2700, Piso 9",46,1,10000,1,2,0,Bueno ,Contrafrente 
USD,130.000,$,9.000,"Angel J Carranza 1300, Piso 5",37,Monoambiente,10000,1,1,0, ,Frente 
USD,195.000,$,19.100,Santa Fe 4900,80,3,10000,3,4,1,Bueno ,Frente 
USD,2.300.000,$,200.000,Marques De Aguado 2800,320,5,10000,5,8,2, ,
USD,80.000,$,32.000,Arévalo al 1400,31,Monoambiente,10000,1,1,0, ,
USD,100.000,$,19.000,Esteban A Gascon 1100,0,2,10000,1,3,0,Bueno ,Contrafrente 
