currencyPurchase,pricePurchase,expensesCurrency,expensesPrice,direcction,coveredArea,bedrooms,antiquity,toilets,environments,garages,condition,provision,provision_Contra Frente ,provision_Contrafrente ,provision_Frente ,provision_Interno ,provision_Lateral ,condition_ ,condition_A Refaccionar ,condition_Bueno ,condition_Excelente ,condition_Muy Bueno ,condition_Regular 
USD,265.000,$,40.0,BULNES 1800,153,3,10000,1,4,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,189.900,$,50.5,"Avenida Santa Fé  3300, Piso 4",89,2,10000,2,3,1,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,230.000,$,17.0,"Scalabrini Ortiz  2800 1°  2800, Piso 1",94,3,40,2,4,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,170.000,$,7.0,"Bulnes 1900, Piso 2",48,1,10000,2,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,68.000,$,5.5,"Virasoro (entre Charcas Y Guemes) 2300, Piso 1",34,1,10000,1,2,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,129.000,$,23.0,"Tte B Matienzo 1700, Piso 2",61,2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,129.000,$,14.0,Angel J Carranza 2300,49,1,10000,1,2,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,159.000,$,32.0,Av. Dorrego  2700,86,3,10000,2,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,560.000,$,32.0,Gelly 3400,173,3,10000,2,5,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,190.000,$,10.0,"Gorriti   3800 6°  3800, Piso 6",66,3,30,1,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,208.000,$,22.0,Raúl Scalabrini Ortiz 3000,89,3,10000,1,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,89.000,$,32.0,Armenia al 2300,32,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,320.000,$,32.0,"Av. Cordoba 5700, Piso 9","117,22",1,A,2,2,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,94.500,$,7.9,"Av Gral Luis Maria Campos 100, Piso 1",51,1,50,1,2,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,72.000,$,2.5,"Av Scalabrini Ortiz 1400, Piso 8",32,1,45,1,2,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,135.000,$,18.0,Medrano al 1600,58,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,148.000,$,32.0,Av Niceto Vega 5700,51,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,148.000,$,32.0,Av Niceto Vega 5700,51,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,290.000,$,32.0,Charcas al 5000,100,3,10000,3,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,190.000,$,15.67,"AVENIDA CORDOBA  5100, Piso 5","74,48",3,25,1,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,65.866,$,32.0,José A. Cabrera 4100,26,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,80.362,$,32.0,José A. Cabrera 4100,36,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,315.000,$,68.0,"Charcas 4000, Piso 5",126,4,10000,4,5,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,158.000,$,20.0,"Thames 2100, Piso 2",68,2,50,2,3,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,1.875.000,$,85.0,Av. Libertador e/  Salguero y San Martin de Tours Piso 17  n 2427,307,4,10000,4,5,2, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,98.000,$,32.0,Santos Dumont 3400,36,Monoambiente,A,1,1,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,250.000,$,23.0,Bonpland al 2000,70,1,10000,1,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,245.000,$,29.0,Figueroa Alcorta Pte. Av. al 3600,71,1,10000,1,2,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,550.000,$,79.299,Departamento 4 amb con cochera Lafinur al 3300 Palermo Chico,155,3,10000,3,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,205.000,$,11.0,Beruti  4500,60,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,498.000,$,59.0,Sinclair al 3200,170,3,10000,3,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,60.000,$,8.1,Paraguay al 3900,29,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,370.000,$,18.0,Uriarte al 1300,87,2,10000,1,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,300.000,$,46.205,Las Heras Gral. Av. al 3100,102,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,900.000,$,32.0,Diaz Cnel. Av. al 2400,217,4,10000,4,6,2, ,,0,0,0,0,0,1,0,0,0,0,0
USD,138.000,$,19.0,"Thames 1800, Piso 6",0,2,10000,1,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
Consultar,precio,$,8.0,"Angel J Carranza 2400, Piso 4",44,1,10000,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,148.000,$,15.648,Armenia al 2100,50,2,10000,1,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,930.000,$,67.0,Raul Scalabrini Ortiz 3000,263,3,10000,4,5,2, ,,0,0,0,0,0,1,0,0,0,0,0
USD,79.000,$,12.95,Santa Fe Av. al 4500,41,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,135.000,$,32.0,Aráoz 2500,39,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,250.000,$,35.0,Av Gral Las Heras 3800,0,3,10000,1,4,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,835.000,$,52.0,"Ugarteche  3200 6°  3200, Piso 6",226,4,30,3,5,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,99.000,$,15.0,Vidt al 1900,49,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,110.000,$,3.5,"Honduras  4600 PB 4600, Piso PB",45,1,50,1,2,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,196.000,$,52.0,Jorge Newbery 2400,130,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,290.000,$,40.0,PARAGUAY 3500,100,2,10000,3,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,80.000,$,9.5,"Avenida Santa Fe 5000, Piso 6",35,1,10000,1,2,0,Muy Bueno ,Contra Frente ,1,0,0,0,0,0,0,0,0,1,0
USD,560.000,$,85.0,Figueroa Alcorta  3300,110,2,10000,3,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,96.000,$,4.8,"Soler 4000, Piso 2",35,Monoambiente,10000,1,1,1,Muy Bueno ,Contra Frente ,1,0,0,0,0,0,0,0,0,1,0
USD,490.000,$,65.0,"Jose A Maure 2100, Piso 1",180,2,10000,3,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,62.000,$,16.0,"CORONEL DIAZ 2500, Piso 5",25,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,1.250.000,$,32.0,"San Martin De Tours 2800, Piso 12",227,4,10000,4,5,2,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,125.000,$,7.8,"Cabello 3700, Piso 7",32,1,10000,1,2,0, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,155.000,$,15.0,"Arévalo  2900, Piso 5",54,2,10000,1,3,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,59.000,$,4.0,"Jorge Newbery  1500, Piso 2",22,Monoambiente,10000,1,1,0,A Refaccionar ,Interno ,0,0,0,1,0,0,1,0,0,0,0
USD,98.000,$,19.0,Pasaje Santa Rosa 4000,35,1,10000,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,329.000,$,47.0,PARAGUAY  5600,115,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,99.000,$,6.8,SAN LUIS 3300,60,2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,68.000,$,32.0,"J Salguero 1200, Piso 3",53,2,10000,1,3,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,85.000,$,8.0,Guatemala 4900,39,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,150.000,$,32.0,"Scalabrini Ortiz 1500, Piso 8",41,1,10000,1,2,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,65.000,$,8.7,Guatemala 4400,0,1,10000,1,2,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,279.000,$,51.0,Av. Gral. Las Heras 2700,120,3,10000,3,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,679.900,$,32.0,El Salvador 4500,396,5,40,3,6,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,224.900,$,22.5,"J Alvarez 2600, Piso 7",99,3,10000,1,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,145.000,$,27.0,Ortega Y Gasset  1900,76,2,10000,2,3,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,365.000,$,40.0,"Av Cabildo 300, Piso 11",192,3,10000,3,7,1,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,149.000,$,13.0,"Fray Justo Maria De Oro  2600 3°  2600, Piso 3",49,1,3,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,348.000,$,32.0,"Arevalo  1700 2°  1700, Piso 2",76,2,10000,2,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,127.000,$,32.0,"Ángel J. Carranza  2100 3° 2100, Piso 3°",44,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,72.000,$,5.0,"Charcas  4700, Piso P.B.",33,1,10000,1,2,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,810.000,$,32.0,Medrano 1300,0,4,60,4,5,1,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,660.000,$,32.0,Araoz 1400,"581,50",4,40,2,7,1,Muy Bueno ,,0,0,0,0,0,0,0,0,0,1,0
USD,189.000,$,16.0,"Humbolt 2400, Piso 4",79,3,10000,3,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,449.900,$,32.0,Silvio L. Ruggieri 2700,171,8,100,2,9,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,390.000,$,32.0,JERONIMO SALGUERO al 1400,201,5,40,2,6,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,140.800,$,32.0,Armenia al 2400,44,Monoambiente,A,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,109.500,$,32.0,Bonpland al 1400,39,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,230.000,$,26.0,"Scalabrini Ortiz 3000, Piso 2",67,2,10000,2,3,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,58.800,$,5.9,Fray Justo Santa Maria De Oro 2100,23,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,335.000,$,20.0,"Jorge Luis Borges 2300, Piso 1",153,3,10000,1,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,179.000,$,25.0,Gorriti 6000,63,2,10000,2,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,85.000,$,4.8,"Soler 4000, Piso 2",35,Monoambiente,10000,1,1,0,Muy Bueno ,Contra Frente ,1,0,0,0,0,0,0,0,0,1,0
USD,180.000,$,51.0,"Santos Dumont 2400, Piso 7",58,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,98.000,$,3.5,"Avenida Cordoba 5100, Piso 10",37,1,10000,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,483.900,$,32.0,Guatemala al 5500,132,3,10000,2,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,90.000,$,32.0,Godoy Cruz 2800,36,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,58.999,$,32.0,Fray Justo Santa María De Oro Al  2100,25,1,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,110.750,$,32.0,"Nicaragua 4900, Piso 2",44,1,10000,2,2,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,72.000,$,12.0,"Av Santa Fe 5300, Piso 14",35,1,10000,1,2,0,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,72.000,$,2.5,"Av Scalabrini Ortiz 1400, Piso 8",32,1,45,1,2,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,85.000,$,20.0,"Mario Bravo 1200, Piso 3",40,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,115.000,$,1.0,Avenida Coronel Niceto Vega 5600,42,1,A,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,115.000,$,1.0,Humboldt 2300,47,1,A,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,169.000,$,32.0,VIDT al 1600,85,3,10000,3,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,212.000,$,30.0,Scalabrini Ortiz Al 3300,78,2,10000,2,3,0, ,Contra Frente ,1,0,0,0,0,1,0,0,0,0,0
USD,119.000,$,32.0,Godoy Cruz 2800,46,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,630.000,$,32.0,JORGE NEWBERY al 2400,185,4,40,4,5,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,147.900,$,17.0,Fitz Roy,83,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,213.000,$,25.0,Av. Coronel Diaz al 2600,77,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,255.000,$,13.7,"Ravignani 2000, Piso 2",65,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,240.000,$,35.0,"Gurruchaga  2200, Piso 8",65,2,10000,2,3,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,92.000,$,32.0,R S Ortiz al 1400,56,2,10000,1,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,160.000,$,32.0,"Gurruchaga 2400, Piso 6",43,1,10000,1,2,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,78.000,$,13.0,"Arenales  3600, Piso 4",39,2,10000,1,3,0,A Refaccionar ,Interno ,0,0,0,1,0,0,1,0,0,0,0
USD,88.900,$,20.0,Humboldt Al 2400,45,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,175.000,$,24.0,av . Medrano al 1600,83,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,429.000,$,40.0,"French  3600 7°  3600, Piso 7",116,2,15,3,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,134.500,$,21.7,"Av Cabildo 100, Piso 4","61,77",2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,88.000,$,8.0,"C Arenal 2300, Piso 2","30,92",1,10000,1,2,1,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,189.000,$,37.0,"M Zapata 300, Piso 1","75,65",3,10000,1,4,1,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,109.000,$,20.0,"Santos Dumont 2400, Piso 5","43,30",2,10000,1,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,110.160,$,32.0,"Thames  2200, Piso 2a7",32,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,84.000,$,6.0,Paraguay al 4000,38,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,82.000,$,9.0,Humboldt 2400,31,Monoambiente,10000,1,1,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,420.000,$,32.0,República de la India 2700,106,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,346.924,$,32.0,PISO 9 - UNIDAD A  - ATRIUM DORREGO,71,2,10000,2,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,185.000,$,10.1,"Darregueyra  2100 2°  2100, Piso 2",70,2,30,2,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,299.000,$,55.0,Dorrego 2700,116,3,10000,3,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,174.000,$,13.0,"Fray Justo Maria De Oro  2600 3°  2600, Piso 3",49,1,3,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,249.000,$,15.0,"Gorriti  6000, Piso 8-9",65,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,1.180.000,$,32.0,Guatemala 5100,0,3,A,5,4,2,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,285.000,$,35.0,"Avda Santa Fe   3300 11°  3300, Piso 11",95,3,40,2,4,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,187.000,$,25.0,"Jorge Newbery 2500, Piso 1",110,3,10000,2,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,99.000,$,17.8,Malabia al 2300,33,1,10000,1,2,1, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,179.000,$,9.0,"Ugarteche  3000 6°  3000, Piso 6",54,2,30,1,3,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,1.500.000,$,32.0,Juez Tedin   2800 2800,296,5,10000,5,6,0,Muy Bueno ,,0,0,0,0,0,0,0,0,0,1,0
USD,920.000,$,150.0,"Republica Arabe De Siria 3100, Piso 9 Y 10",365,6,10000,5,7,2,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,384.800,$,35.0,"Jose A Maure 2100, Piso 13",135,2,10000,3,3,1,Bueno ,Contra Frente ,1,0,0,0,0,0,0,1,0,0,0
USD,250.000,$,30.0,"Scalabrini Ortiz  3000, Piso 23",92,2,10000,3,3,0,Muy Bueno ,Contra Frente ,1,0,0,0,0,0,0,0,0,1,0
USD,160.000,$,21.0,Fray Justo Santa Maria de Oro al 3000,59,1,50,1,2,1, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,550.000,$,45.0,Cabello al 3100,135,3,10000,2,4,1, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,285.000,$,18.5,Jerónimo Salguero 2100,89,2,10000,1,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,144.000,$,26.0,"Jeronimo Salguero 2600, Piso 3",77,2,10000,2,3,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,92.000,$,6.0,Cabrera al 3500,36,1,40,1,2,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,135.000,$,32.0,Arévalo al 1300,47,1,A,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,165.000,$,13.0,"Castex 3400, Piso 7",49,2,50,1,3,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,130.000,$,12.0,Charcas 5100,0,1,A,2,2,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,98.000,$,15.0,"Araoz al 2700, Palermo",47,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,124.000,$,12.0,Av Córdoba al 5500,47,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,440.000,$,32.0,"Juan F. Segui 3700, Piso 3",93,2,A,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,284.000,$,10.0,J Jufre 800,155,2,10000,2,3,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,140.000,$,13.0,"Av Gral Ortiz De Ocampo 2700, Piso 7",60,2,10000,1,3,0,Regular ,Frente ,0,0,1,0,0,0,0,0,0,0,1
USD,375.000,$,75.0,Departamento en Venta en Palermo Chico Av. Las Heras 3800,144,4,10000,3,6,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,170.000,$,25.0,Santa Maria de Oro al 2600 y Juncal,56,1,10000,1,2,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,220.000,$,28.5,"FITZ ROY  1400, Piso 3","57,75",2,10000,1,3,1,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,240.000,$,28.0,"Bonpland 1400, Piso 5","57,75",2,10000,1,3,1,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,210.000,$,20.0,"Ugarteche 3100, Piso 1",66,2,10000,2,3,1,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,45.000,$,8.0,"Antonio Beruti  4400, Piso 3","19,96",Monoambiente,10000,1,1,0, ,Interno ,0,0,0,1,0,1,0,0,0,0,0
USD,99.000,$,32.0,FITZ ROY 2100,39,Monoambiente,10000,1,1,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,360.000,$,22.0,GUISE 1700,155,3,10000,2,4,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,355.000,$,64.54,SANTA FE AV. 3400,140,3,10000,2,4,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,1.500.000,$,200.0,Av. del Libertador 2800,360,4,10000,3,6,2,A Refaccionar ,Frente ,0,0,1,0,0,0,1,0,0,0,0
USD,540.000,$,35.0,"Av. del Libertador 3500, Piso 7",132,2,10000,2,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,179.000,$,19.0,Cabello 3600,73,2,10000,2,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,159.000,$,20.0,Av Cabildo 100,70,3,10000,2,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,349.000,$,30.0,Fray Justo Santa María De Oro 2700,84,2,10000,2,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,145.000,$,22.6,Gascon 1600,51,2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,499.000,$,70.0,Sinclair 3200,175,3,10000,3,5,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,260.000,$,30.0,Av Scalabrini Ortiz 2800,92,2,10000,2,3,1,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,105.000,$,9.0,BONPLAND 1400,39,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,90.000,$,19.0,Santos Dumont al 2400 y Av. Cabildo,34,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,265.000,$,32.0,Avenida Cabildo 100,120,4,10000,2,5,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
